name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York,2020-01-01T00:00:00,5,0.9,-0.8,66.29,0,0,,0,0,33.7,22.1,261,1004.3,99.8,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T01:00:00,4.4,0.5,-1.8,64.5,0,0,,0,0,38.9,18.2,270,1004.3,33.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T02:00:00,4.3,0.5,-1.3,66.99,0,0,,0,0,33.2,18.3,261,1004.7,87.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T03:00:00,3.9,-0.6,-1.8,66.76,0,0,,0,0,33.9,22.4,270,1005.1,29.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T04:00:00,3.9,0.9,-2.9,61.35,0,0,,0,0,30.2,11.7,253,1005.5,99.8,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T05:00:00,3.8,1.4,-3.4,59.25,0,0,,0,0,33.1,9.6,270,1005.6,89.5,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T06:00:00,2.9,-2,-2.4,68.43,0,0,,0,0,36.9,23.4,260,1006.2,55.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T07:00:00,2.9,-2.8,-2.9,65.95,0.768,100,rain,0,0,38.8,30.8,269,1006.4,100,16,19.3,0.1,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T08:00:00,3.3,-1.3,-3.4,61.51,0,0,,0,0,31.7,21.9,270,1006.8,33,16,20,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T09:00:00,3.3,-1.3,-4,58.85,0,0,,0,0,35.6,22.2,270,1007.6,32.9,16,57,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T10:00:00,3.8,-0.1,-4.5,54.78,0,0,,0,0,37.3,18,270,1008.3,98.5,16,164,0.6,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T11:00:00,4.3,0.9,-5.1,50.31,0,0,,0,0,32.3,15.2,270,1008.1,28.8,16,241,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T12:00:00,4.3,0.6,-5.8,47.81,0,0,,0,0,39.2,17,280,1007.7,98,16,211,0.8,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T13:00:00,4.3,1.5,-5.7,48.06,0,0,,0,0,43.3,11.5,281,1007.3,100,16,89,0.3,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T14:00:00,4.3,2.2,-5.8,47.92,0,0,,0,0,47.9,8.4,290,1007.5,100,16,87,0.3,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T15:00:00,3.8,0,-5.8,49.63,0,0,,0,0,36.9,16.9,262,1008.3,100,16,68,0.2,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T16:00:00,3.8,-0.2,-5.7,49.67,0,0,,0,0,34.8,18.4,261,1009.1,99,16,30,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T17:00:00,3.8,-1,-5.1,52.09,0,0,,0,0,35.2,25.1,270,1010.2,98.9,16,7,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-01T18:00:00,3.4,-1,-5.7,51.46,0,0,,0,0,35.1,20.2,270,1010.7,99.6,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T19:00:00,3.3,-0.6,-5.1,54,0,0,,0,0,33.4,16.7,261,1011.4,99.6,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T20:00:00,2.8,-1.9,-5.7,53.32,0,0,,0,0,29.6,21.9,261,1012,88.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T21:00:00,2.8,2.8,-5.1,55.96,0,0,,0,0,40.7,1.1,347,1012.6,0.4,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T22:00:00,2.2,-1.3,-6.2,53.83,0,0,,0,0,,12.9,252,1013,0,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-01T23:00:00,1.7,-1.6,-6.2,55.66,0,0,,0,0,,11.4,260,1013,0,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T00:00:00,1.7,-1.5,-6.3,55.6,0,0,,0,0,27.7,11,260,1013.3,0,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T01:00:00,1.2,-2.1,-5.1,62.81,0,0,,0,0,,10.7,263,1013.4,0,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T02:00:00,0.7,-3.5,-4.5,68.18,0,0,,0,0,,14.7,259,1014.2,0,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T03:00:00,0.7,-3.1,-5.1,65.26,0,0,,0,0,,12.8,259,1014.4,0,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T04:00:00,0.7,-2.8,-4.5,68.38,0,0,,0,0,,11.1,249,1014.4,0.4,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T05:00:00,0.7,-3.2,-4.5,68.42,0,0,,0,0,,13,277,1014.8,0.4,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T06:00:00,0.7,-2.7,-4,70.87,0,0,,0,0,,11.1,240,1015.1,0.4,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T07:00:00,0.7,-2.3,-4,70.87,0,0,,0,0,,9.4,259,1015.7,0.4,16,26.8,0.1,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T08:00:00,0.7,-2.6,-4,70.75,0,0,,0,0,,10.6,253,1015.8,0.4,16,18,0.1,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T09:00:00,1.8,-0.9,-3.4,68.17,0,0,,0,0,,9.2,220,1016.1,0.6,16,83,0.3,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T10:00:00,3,0.8,-3.9,60.44,0,0,,0,0,81.4,7.9,237,1016.2,0.6,16,295,1.1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T11:00:00,5.1,1.9,-2.3,59.04,0,0,,0,0,49.7,14.4,259,1015.6,0.4,16,418,1.5,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T12:00:00,7.2,3.9,-2.9,48.65,0.469,100,rain,0,0,72.9,19.9,278,1014.8,0.4,16,447,1.6,4,,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T13:00:00,8.3,6,-1.8,48.91,0,0,,0,0,29.5,14.2,272,1013.8,0.9,16,297,1.1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T14:00:00,8.9,7.1,-1.8,47.1,0.23,100,rain,0,0,79.6,11.2,220,1013.5,0.9,16,221,0.8,2,,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T15:00:00,8.9,6,-1.8,47.01,0.23,100,rain,0,0,71,20.1,258,1013,1.5,16,153,0.6,2,,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T16:00:00,8.9,7.7,-1.3,48.93,0,0,,0,0,67.3,7.9,229,1012.7,1.7,16,59,0.2,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T17:00:00,8.4,5.7,-1.2,50.93,0,0,,0,0,65.5,16.5,277,1012.6,1.5,16,16,0.1,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-02T18:00:00,8.4,6.5,-0.1,55.27,0,0,,0,0,65.5,11.2,210,1012.6,0.9,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T19:00:00,8.4,6.5,0.6,58.06,0,0,,0,0,47,11.3,276,1012.3,0.9,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T20:00:00,7.9,6.3,0.6,59.91,0,0,,0,0,27.7,9.2,269,1012.2,0.9,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T21:00:00,7.3,5.2,0.6,62.6,0,0,,0,0,,11.1,268,1012.4,3.8,16,0,,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T22:00:00,7.3,5.2,0.6,62.82,0,0,,0,0,,10.9,269,1011.9,49.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-02T23:00:00,7.3,4.9,1.1,64.98,0,0,,0,0,,12.7,268,1011.5,38.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T00:00:00,7.3,5.5,1.1,64.99,0,0,,0,0,,9.3,269,1010.8,55.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T01:00:00,7.9,5.9,1.7,64.76,0,0,,0,0,,11,269,1010,33.5,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T02:00:00,7.9,5.9,2.1,66.9,0,0,,0,0,,11.1,240,1010.6,98.5,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T03:00:00,8.4,7.2,2.2,64.89,0,0,,0,0,,7.8,269,1010.3,100,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T04:00:00,7.9,6.2,2.8,70.17,0.014,100,rain,0,0,,9.4,249,1010,34.5,16,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T05:00:00,7.8,6.6,3.3,73.31,0.026,100,rain,0,0,,7.2,252,1010.5,100,12.3,0,,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T06:00:00,7.2,5.4,3.9,79.5,0.024,100,rain,0,0,,9.3,266,1011,34.5,16,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T07:00:00,7.2,5.9,4.3,81.89,0.031,100,rain,0,0,,7.5,268,1010.2,56.3,14.5,5.3,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T08:00:00,6.7,4.9,5,88.7,0.022,100,rain,0,0,,9.2,249,1010.8,96.3,14,6,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T09:00:00,6.7,5.4,5.6,92.7,0.014,100,rain,0,0,,7.3,262,1011,95.9,2.8,19,0.1,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T10:00:00,6.7,5.4,5.7,92.99,0.261,100,rain,0,0,,7.3,272,1011.4,97.9,2.7,28,0.1,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T11:00:00,6.7,5.9,6.1,96.05,0.02,100,rain,0,0,,5.4,241,1010.1,99.8,5.2,53,0.2,1,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T12:00:00,7.2,6.4,6.1,92.8,0.003,100,rain,0,0,,5.6,240,1008.9,99.3,8.5,81,0.3,1,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T13:00:00,7.3,6.6,6.7,96,0,0,,0,0,,5.1,244,1008,30.2,10.3,86,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T14:00:00,7.3,5.9,6.1,92.37,0.23,100,rain,0,0,,7.6,260,1009.3,52,10.3,60,0.2,1,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T15:00:00,7.9,6.7,6.1,88.63,0,0,,0,0,,7.4,253,1009.3,97.3,11.5,47,0.2,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T16:00:00,7.9,7.4,6.1,88.44,0,0,,0,0,,5.2,262,1009.3,98.3,13.3,26,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T17:00:00,7.9,6,6.1,88.58,0,0,,0,0,,10.9,281,1010.1,89.5,16,8,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-03T18:00:00,8.4,6.9,6.1,85.67,0,0,,0,0,,9.1,261,1009.4,50.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T19:00:00,8.4,7.2,6.1,85.62,0,0,,0,0,,7.6,259,1009.7,29.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T20:00:00,8.4,6.5,6.7,88.74,0,0,,0,0,,11.1,268,1010.8,99.1,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T21:00:00,8.4,6.9,6.7,88.93,0,0,,0,0,,9.2,258,1010.7,100,13.8,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T22:00:00,8.4,6.9,6.7,89.09,0.019,100,rain,0,0,,9.1,262,1011,98.5,9.3,0,,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-03T23:00:00,7.3,6.1,6.2,92.64,0.022,100,rain,0,0,,7.1,196,1010.4,86.6,10.8,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T00:00:00,7.9,7.9,6.7,92.35,0.254,100,rain,0,0,,0,0,1009.5,88.6,7.3,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T01:00:00,7.3,7.3,6.7,96.36,0,0,,0,0,,0,0,1008.9,98.4,8.8,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T02:00:00,7.9,7.9,7.2,95.36,0.267,100,rain,0,0,,0.4,7,1008.5,89.5,6,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T03:00:00,7.9,7.9,7.2,95.48,0.516,100,rain,0,0,,0.4,8,1008.3,95.7,3.5,0,,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T04:00:00,7.9,7.9,7.2,95.38,1.281,100,rain,0,0,,0,0,1007.6,89.5,1.3,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T05:00:00,7.9,7.9,7.2,95.63,0.835,100,rain,0,0,,0,0,1006.7,89.3,3,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T06:00:00,7.2,5.6,6.7,96.63,0.526,100,rain,0,0,,8.9,30,1006.5,99.8,2,0,,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T07:00:00,8.4,6.5,7.8,96.44,0,0,,0,0,,11.1,25,1005.5,89.3,12.5,9.4,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T08:00:00,8.4,6.5,7.8,96.51,0,0,,0,0,,11,42,1005,99.8,6.5,10,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T09:00:00,8.4,6.8,7.9,96.61,0,0,,0,0,,9.5,44,1005.4,100,2.3,16,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T10:00:00,8.4,7.7,7.9,96.66,0,0,,0,0,,5.8,150,1004.7,100,1.7,23,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T11:00:00,8.9,8.3,8.4,96.67,0,0,,0,0,,5.5,248,1003.9,100,1.7,27,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T12:00:00,8.9,7.8,7.9,93.61,0,0,,0,0,,7.5,267,1002.5,100,1.5,42,0.2,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T13:00:00,8.4,6.9,7.9,96.62,0,0,,0,0,,9.2,207,1001.1,100,2.2,57,0.2,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T14:00:00,8.4,7.2,8.3,99.72,0,0,,0,0,,7.7,264,1000.5,100,4.2,62,0.2,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T15:00:00,9.4,7.7,8.8,96.44,0,0,,0,0,,11,251,1000.4,88.6,13.3,54,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T16:00:00,9.4,8,8.8,96.24,0,0,,0,0,,9.2,233,1000.5,83.8,16,34,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T17:00:00,8.5,7.9,7.9,96.01,0,0,,0,0,,5.3,254,1000.4,87,16,9,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-04T18:00:00,8.9,7.8,8.3,96.16,0,0,,0,0,,7.6,241,1000.3,97.5,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T19:00:00,9.4,9.4,8.8,96.17,0,0,,0,0,,0.8,359,1000.3,83.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T20:00:00,8.9,8.2,6.6,85.62,0,0,,0,0,40.7,5.9,88,1000.2,30.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T21:00:00,7.8,6.1,4.3,78.26,0,0,,0,0,,9.6,320,1000.9,87.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T22:00:00,7.2,6.2,3.8,79.24,0.019,100,rain,0,0,37.1,6.2,303,1000.9,99.8,14.5,0,,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-04T23:00:00,6.7,5.6,3.3,78.97,0.014,100,rain,0,0,45.6,6.1,298,1000.7,30.8,16,0,,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T00:00:00,5.6,4.3,2.1,78.32,0,0,,0,0,42.6,6.6,303,1001.1,84,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T01:00:00,5,2.7,0.6,73.45,0,0,,0,0,49,9.8,310,1001.5,86.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72055399999,KLGA,KJRB,72503014732"
New York,2020-01-05T02:00:00,5,3.7,-1.2,64.41,0,0,,0,0,50.8,5.9,310,1002.2,33,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T03:00:00,4.3,2.7,-2.2,62.68,0,0,,0,0,46.5,6.8,295,1003.6,86.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T04:00:00,4.3,2.2,-3.4,57.45,0,0,,0,0,47,8.5,303,1004.4,85.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T05:00:00,4.3,1.6,-4,54.88,0,0,,0,0,59.8,11.2,305,1005.5,86.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T06:00:00,3.8,0.5,-5.1,52.26,0,0,,0,0,60.7,14,338,1006.8,99.8,16,0,,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T07:00:00,3.8,0.5,-4.5,54.66,0,0,,0,0,50.4,13.7,310,1007.8,79.1,16,23.1,0.1,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T08:00:00,3.8,0.9,-4,56.85,0,0,,0,0,46.2,11.6,281,1008.8,87.9,16,19,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T09:00:00,4.3,1.7,-5,50.73,0,0,,0.13,0.13,48.2,10.3,295,1010.1,98.4,16,77,0.3,1,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T10:00:00,4.9,4.9,-4.5,50.79,0,0,,0.13,0.25,55.1,2.1,354,1011.1,93.7,16,125,0.5,1,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T11:00:00,4.9,2.1,-4.5,50.68,0,0,,0.13,0.38,59.1,12.5,303,1010.8,49,16,443,1.6,4,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T12:00:00,5.6,2.9,-5.1,46.35,0,0,,0.13,0.5,66.3,12.3,303,1010.6,31.4,16,520,1.9,5,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T13:00:00,6,3.8,-4.4,46.98,0,0,,0.13,0.63,56.6,10.8,305,1011.2,86.9,16,309,1.1,3,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T14:00:00,6.6,6.6,-4.5,45.23,0,0,,0.13,0.75,48.6,1.6,353,1011.5,31.4,16,356,1.3,4,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T15:00:00,7.1,4.3,-5.1,41.68,0,0,,0.13,0.88,66.4,15,281,1012.1,32,16,185,0.7,2,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T16:00:00,6.6,4.8,-5.1,42.91,0,0,,0.13,1,41.2,8.7,300,1013.6,88.1,16,99,0.4,1,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T17:00:00,5.5,5.5,-5.7,44.23,0,0,,0.13,1.13,53.6,0.9,359,1014.8,88.1,16,20,0.1,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2020-01-05T18:00:00,3.8,1.3,-5.7,49.78,0,0,,0.13,1.25,50,9.7,330,1015.2,78.6,16,0,,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T19:00:00,3.3,3.3,-7.2,45.91,0,0,,0.12,1.37,29.5,1,353,1016.2,27.8,16,0,,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T20:00:00,2.8,0.1,-6.8,49.31,0,0,,0.13,1.5,,9.6,310,1016.1,0.6,16,0,,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T21:00:00,2.8,-0.5,-6.8,49.23,0,0,,0.13,1.63,,12.8,252,1016.1,0.9,16,0,,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2020-01-05T22:00:00,2.8,-0.1,-6.7,49.47,0,0,,0.12,1.75,,11,250,1015.9,1.1,16,0,,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,72503014732"
New York,2020-01-05T23:00:00,2.8,0.3,-5.8,53.09,0,0,,0.12,1.87,,9.1,263,1015.5,98.9,16,0,,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
